INDEX,S1,S2,S3,S4
1157,-11,2,5,-11
1158,15,9,14,-1
1159,-5,3,-5,-8
1160,8,-8,-7,-2
1161,5,2,0,7
1162,2,-7,-3,1
1163,1,15,-8,5
1164,-8,10,13,-1
1165,8,-7,9,-4
1166,-2,8,-3,1
1167,1,-3,10,-14
1168,-1,-11,-15,-2
1169,9,13,-6,2
1170,-11,1,13,-13
1171,7,14,6,-6
1172,-14,14,3,3
1173,-7,10,8,-1
1174,-11,7,3,-9
1175,8,14,10,14
1176,-4,-3,6,3
1177,-4,15,-6,7
1178,9,-3,-8,-3
1179,13,4,12,3
1180,9,15,-5,-6
1181,-12,14,-1,8
1182,6,9,-1,-1
1183,-10,-5,6,13
1184,-6,15,-6,-1
1185,13,-3,9,0
1186,12,-12,0,4
1187,-8,-11,-2,-3
1188,-2,-13,9,-14
1189,12,-10,-14,-1
1190,5,11,4,3
1191,2,7,0,1
1192,11,13,0,10
1193,8,-11,-7,10
1194,14,9,7,12
1195,-9,6,13,-9
1196,-1,11,-11,8
1197,6,-13,-4,4
1198,8,9,5,-6
1199,-15,9,5,-12
1200,7,-10,-14,3
1201,14,6,-8,-3
1202,2,10,-9,-9
1203,-11,-12,3,-5
1204,8,5,-15,-5
1205,-8,-7,-6,-1
1206,4,-15,-14,12
1207,9,9,14,-1
1208,-14,0,-9,-11
1209,-14,13,-4,-3
1210,5,9,-14,2
1211,-9,-4,-5,2
1212,-3,5,-10,2
1213,-3,-4,-10,3
1214,-5,10,10,-3
1215,-12,4,-12,-12
1216,-5,3,10,10
1217,-8,-4,-7,-6
1218,11,-6,-13,0
1219,0,5,-10,12
1220,13,-5,-14,14
1221,13,6,-12,14
1222,-1,3,7,-12
1223,4,6,5,10
1224,-2,3,-12,0
1225,-11,-8,-6,-7
1226,2,-5,-8,-12
1227,14,-3,0,-7
1228,-1,12,15,6
1229,-8,-8,-13,2
1230,15,-12,-2,2
1231,14,5,15,-2
1232,-9,5,4,-14
1233,3,8,-8,-5
1234,15,-3,9,2
1235,-4,-7,-4,-8
1236,7,-7,-14,-13
1237,15,8,6,2
1238,-10,-12,14,3
1239,-14,1,0,-3
1240,-11,7,10,-7
1241,-15,8,-12,15
1242,-11,-9,6,0
1243,10,1,-6,12
1244,2,-5,15,-11
1245,-12,0,-5,-5
1246,-14,11,7,-9
1247,-7,-7,-4,-7
1248,6,2,-3,-1
1249,13,12,-4,11
1250,2,13,-1,10
1251,10,-11,-11,-13
1252,8,-3,5,-3
1253,8,-3,-15,12
1254,-6,-12,-15,-5
1255,-14,-8,10,-5
1256,6,15,-1,-2
1257,4,-10,1,-14
1258,2,-9,-4,-12
1259,14,-5,13,7
1260,3,-2,9,8
1261,-6,5,6,-6
1262,7,-6,-6,12
1263,-4,-13,-15,11
1264,9,-12,-2,9
1265,-3,-2,11,-4
1266,3,-9,-8,-13
1267,-4,-11,15,-3
1268,-10,4,1,-13
1269,12,-1,2,4
1270,10,0,7,13
1271,-3,6,-8,14
1272,-10,15,-15,-7
1273,-1,1,-11,4
1274,-12,6,14,14
1275,-4,-13,4,-7
1276,0,-7,-10,2
1277,5,4,0,7
1278,13,-15,13,0
1279,-13,-10,-3,-9
1280,0,2,14,-4
1281,0,-5,-7,6
1282,-15,-14,-9,15
1283,-14,-9,14,8
1284,1,3,-3,-10
1285,11,-7,4,-14
1286,3,-11,6,5
1287,-15,-6,0,3
1288,7,-11,-8,8
1289,-6,6,5,-5
1290,-2,-3,13,-4
1291,4,-10,-15,7
1292,-10,-15,1,9
1293,-12,-1,5,14
1294,-8,-6,-13,-6
1295,-5,4,-15,13
1296,6,8,-9,-15
1297,12,-9,-6,-4
1298,1,-15,-15,2
1299,3,7,-13,-8
1300,-2,5,1,-1
1301,-1,-13,2,-7
1302,10,-1,-7,2
1303,-4,10,13,10
1304,12,-1,-12,15
1305,-12,7,3,8
1306,-2,-1,2,-13
1307,-14,-8,3,13
1308,-2,0,1,-14
1309,14,10,-2,-9
1310,-2,0,-7,15
1311,11,2,-2,-9
1312,9,12,-5,0
1313,-8,11,3,13
1314,-1,7,-10,-12
1315,-15,-4,12,0
1316,7,-4,-12,12
1317,-12,-14,10,-10
1318,2,14,-14,4
1319,-15,5,-6,-12
1320,-9,-4,0,-9
1321,-11,-12,8,-11
1322,6,5,14,5
1323,0,-13,11,-8
1324,-14,11,-8,-13
1325,-14,2,-7,8
1326,-7,15,4,14
1327,-12,12,-14,5
1328,9,8,6,-2
1329,8,9,7,-6
1330,9,1,3,9
1331,7,14,9,14
1332,-3,12,-7,-4
1333,-11,2,6,-4
1334,1,-4,10,6
1335,-1,2,0,10
1336,1,9,8,-11
1337,10,14,10,7
1338,-3,-2,11,15
1339,2,7,4,-9
1340,1,-11,2,2
1341,-2,-1,-10,4
1342,14,1,1,2
1343,-7,13,5,9
1344,11,-1,6,14
1345,13,-13,-3,-7
1346,-6,10,12,9
1347,12,-8,4,-13
1348,12,5,3,3
1349,8,8,-11,-1
1350,7,-2,4,-4
1351,10,4,-2,2
1352,-10,-4,2,13
1353,8,15,-11,-15
1354,-10,3,6,-2
1355,-8,-2,-3,-14
1356,8,12,2,-4
1357,-6,-14,-15,8
1358,-8,6,0,-3
1359,-14,1,7,5
1360,-1,-11,12,0
1361,-8,-6,-13,-13
1362,2,8,11,5
1363,12,11,-4,14
1364,3,1,9,-3
1365,8,-6,3,-3
1366,9,14,-2,-13
1367,12,-7,5,-15
1368,7,14,10,11
1369,1,8,-5,-1
1370,6,-13,-8,-12
1371,-7,9,-13,-10
1372,9,9,-10,-15
1373,1,-6,-12,-12
1374,-13,-1,-12,-4
1375,2,-7,3,4
1376,-5,-14,-2,-4
1377,-7,-6,2,-5
1378,-4,4,-11,6
1379,3,5,11,9
1380,2,-10,13,3
1381,-8,-2,-14,14
1382,0,3,-15,-4
1383,-4,-11,-12,-3
1384,-6,13,-9,13
1385,-9,10,-9,3
1386,3,15,-4,7
1387,13,-6,3,-6
1388,-10,-12,10,-7
1389,-11,-4,6,-5
1390,11,-3,9,-2
1391,-7,-6,-3,-9
1392,3,-1,15,7
1393,0,-3,13,11
1394,4,-1,15,-13
1395,13,-15,9,0
1396,6,0,-7,0
1397,-1,13,5,6
1398,8,8,-8,-15
1399,1,7,-6,6
1400,7,12,-13,13
1401,-1,-11,14,-8
1402,-13,6,-8,5
1403,-5,4,11,-1
1404,-13,10,9,-2
1405,-2,7,3,-8
1406,-14,4,-13,-4
1407,13,15,-15,-14
1408,-2,-7,-9,-9
1409,1,10,2,-12
1410,1,-3,-13,-15
1411,7,-15,-2,-15
1412,10,11,9,-13
1413,14,-13,13,3
1414,0,5,-11,2
1415,-8,10,3,1
1416,6,9,-1,-13
1417,-1,-11,-6,-4
1418,-15,-9,12,14
1419,8,10,9,7
1420,-12,-2,14,1
1421,2,5,4,-5
1422,-2,-10,11,-13
1423,-1,-10,-11,4
1424,-5,2,5,8
1425,4,5,5,-11
1426,-11,4,11,-6
1427,15,-2,5,-13
1428,3,7,1,-7
1429,3,4,-4,-3
1430,4,-11,12,10
1431,6,15,12,8
1432,8,-9,-12,-2
1433,8,-2,-3,10
1434,-10,-11,11,9
1435,12,-12,15,0
1436,13,8,-7,0
1437,-8,-4,-14,-5
1438,-5,-11,3,-1
1439,-9,1,12,-12
1440,-13,-8,-5,13
1441,13,-10,13,-12
1442,0,5,-2,11
1443,8,15,-4,-2
1444,6,13,4,9
1445,-2,-5,0,5
1446,-4,0,12,-5
1447,-4,8,-5,-13
1448,-11,12,15,-10
1449,2,-9,-4,6
1450,2,-4,-10,-1
1451,-6,13,-11,-9
1452,-4,11,-8,-5
1453,11,2,1,-4
1454,-1,7,7,-3
1455,-2,11,-7,13
1456,-4,-11,1,-7
1457,9,-14,14,-7
1458,3,-8,-9,9
1459,-12,-14,6,-10
1460,-15,15,15,-5
1461,10,12,15,-5
1462,5,-12,8,-6
1463,15,2,15,11
1464,-7,14,-14,-2
1465,-13,13,-3,-5
1466,-1,-13,9,4
1467,-5,9,11,5
1468,-5,0,9,11
1469,-2,-12,-14,-14
1470,9,-2,3,-3
1471,-6,-9,14,-10
1472,-12,-1,-1,-8
1473,8,-2,13,3
1474,0,2,5,-3
1475,12,-8,-3,5
1476,15,12,7,-9
1477,-2,-5,7,10
1478,3,8,-5,-3
1479,-1,-1,12,-15
1480,13,-3,-6,-10
1481,7,9,7,-13
1482,-10,-11,-5,3
1483,5,-10,1,-4
1484,13,-10,-12,-8
1485,-13,11,0,-8
1486,8,-8,-2,15
1487,1,5,8,-5
1488,-11,-8,11,-2
1489,-4,3,-12,0
1490,-7,1,-1,-1
1491,13,-15,-4,-3
1492,9,8,5,3
1493,1,-1,-13,12
1494,12,8,-5,2
1495,10,14,1,0
1496,6,-8,-6,15
1497,2,3,-14,-6
1498,-13,-3,-10,-3
1499,15,4,-9,-1
1500,-6,5,3,-9
1501,-14,9,-1,0
1502,-11,3,15,-9
1503,-3,-10,14,10
1504,-8,-5,-8,7
1505,-9,14,11,9
1506,8,-1,15,-4
1507,6,9,-11,10
1508,8,2,9,-5
1509,-14,-7,3,-10
1510,-4,8,-13,0
1511,2,2,12,2
1512,-13,-4,6,13
1513,-3,3,-5,-15
1514,11,12,2,12
1515,-14,-14,-11,12
1516,7,-15,8,15
1517,-11,-9,-7,13
1518,-15,2,3,-9
1519,12,0,13,3
1520,2,-15,-5,-5
1521,6,-2,10,11
1522,-15,15,9,-14
1523,-7,-13,6,-7
1524,1,-15,-4,-8
1525,-14,12,8,4
1526,9,7,-14,-9
1527,-7,8,7,-15
1528,9,12,-6,-9
1529,-4,11,4,10
1530,10,-3,4,11
1531,13,-14,8,-9
1532,-5,10,9,-11
1533,-14,-2,13,4
1534,6,-7,10,-2
1535,8,-10,-2,-3
1536,15,-10,3,-2
1537,2,4,-1,0
1538,6,0,2,4
1539,9,-7,-12,-6
1540,12,0,-9,-11
1541,-5,3,11,-13
1542,-5,-12,-6,-12
1543,2,5,-5,14
1544,-3,-6,-5,-3
1545,-6,14,1,-6
1546,-11,-10,3,0
1547,0,-6,-2,-7
1548,-11,6,13,12
1549,-5,11,-1,-9
1550,-3,7,-1,-14
1551,15,-5,-15,-1
1552,5,12,4,11
1553,10,3,-2,0
1554,2,-7,-12,-3
1555,12,7,14,-2
1556,15,6,-12,1
1557,6,-14,1,-5
1558,10,2,5,15
1559,6,1,15,-5
1560,-11,15,9,6
1561,-9,0,14,12
1562,15,4,-13,5
1563,14,-5,12,-1
1564,15,3,12,9
1565,-4,10,-5,-5
1566,-8,-5,4,-11
1567,0,11,14,-3
1568,-13,11,7,-7
1569,3,11,11,-6
1570,-7,-5,8,14
1571,-6,-10,12,-1
1572,-1,15,15,-7
1573,-1,1,1,-14
1574,13,4,7,-8
1575,-8,-4,5,9
1576,-3,-1,12,14
1577,8,-14,-8,-9
1578,14,-3,7,-9
1579,-7,6,3,2
1580,-11,8,15,-13
1581,9,-13,0,-1
1582,14,14,-10,3
1583,4,-15,9,3
1584,6,-2,10,4
1585,-11,-12,9,-3
1586,-9,14,-10,13
1587,-7,-2,5,14
1588,10,1,-7,15
1589,2,6,-13,7
1590,-14,13,9,-6
1591,14,4,-6,2
1592,-3,-15,-2,-15
1593,-15,-2,2,-8
1594,13,9,15,7
1595,6,11,9,-13
1596,1,-12,-14,0
1597,15,-14,-6,5
1598,-13,-14,-10,10
1599,-14,-11,9,-8
1600,14,-10,9,8
1601,8,-5,-10,-4
1602,-2,10,5,5
1603,-1,0,-12,3
1604,10,-1,5,1
1605,8,-4,-1,11
1606,-8,-9,2,7
1607,-3,6,11,-2
1608,-4,-9,6,-7
1609,13,0,14,-5
1610,10,-8,3,-6
1611,-3,6,-5,-13
1612,15,8,-12,3
1613,-12,11,-13,-13
1614,-9,3,12,12
1615,-12,8,-1,9
1616,-1,4,3,-13
1617,7,-13,-9,-8
1618,-9,-2,-2,-3
1619,0,-11,15,-7
1620,-14,13,0,14
1621,10,-11,13,13
1622,-8,8,5,15
1623,-2,2,-8,6
1624,-10,5,13,-6
1625,13,-2,-6,15
1626,14,12,-3,-7
1627,6,14,9,14
1628,-6,4,15,15
1629,-3,-6,-15,-8
1630,15,-11,-8,-3
1631,12,12,10,-9
1632,2,9,6,-5
1633,12,12,-5,-12
1634,-7,-13,-8,-8
1635,5,-6,5,-4
1636,-14,-5,-8,-5
1637,-12,-7,7,7
1638,-9,3,-8,3
1639,-12,-7,10,3
1640,-8,5,12,-5
1641,-12,8,13,-3
1642,13,15,8,-3
1643,5,4,-4,-13
1644,-12,-5,14,6
1645,11,2,12,15
1646,0,4,-5,-13
1647,12,14,-5,-6
1648,-1,-3,-11,4
1649,-14,9,-13,8
1650,10,11,6,0
1651,-5,-15,3,-2
1652,3,4,-6,4
1653,3,-12,-13,-5
1654,-2,9,3,-8
1655,-8,5,-2,13
1656,5,10,14,-4
1657,-4,-11,5,6
1658,-2,-5,4,3
1659,-3,9,0,-10
1660,-12,-5,4,-3
1661,14,-13,3,13
1662,-13,4,12,-8
1663,1,1,-9,9
1664,-11,-11,-8,-2
1665,-2,-10,-4,-14
1666,6,5,11,4
1667,1,-5,5,14
1668,-3,3,-15,-14
1669,-5,-6,-2,-8
1670,-12,-5,-13,4
1671,-6,-12,14,-1
1672,-8,-3,-8,-15
1673,-5,12,-10,-6
1674,-13,-14,7,6
1675,3,-11,10,-6
1676,5,1,-8,-15
1677,-5,10,-6,11
1678,-15,-14,15,5
1679,-15,-4,-3,-9
1680,-1,5,-13,-3
1681,5,4,7,12
1682,5,6,12,13
1683,-5,6,-15,-3
1684,-5,8,-1,6
1685,-7,5,-3,-4
1686,-15,6,15,-1
1687,-11,-5,-11,-10
1688,15,-6,-2,-12
1689,6,9,14,10
1690,6,3,2,2
1691,-14,3,-1,-7
1692,6,-5,13,-7
1693,-5,15,-12,-13
1694,-6,3,-7,3
1695,9,8,-14,-7
1696,6,13,11,9
1697,7,-7,7,-10
1698,-14,4,-3,-6
1699,-8,14,11,-6
1700,11,5,-12,-5
1701,2,-11,10,-13
1702,-8,6,13,-2
1703,-1,0,-8,-8
1704,4,-11,-13,2
1705,-4,6,13,-15
1706,8,1,3,3
1707,1,-10,3,-4
1708,-12,1,2,-8
1709,9,-3,-7,10
1710,8,14,-2,0
1711,-7,-3,6,9
1712,5,13,15,14
1713,11,15,2,-13
1714,4,-15,-14,5
1715,14,-10,2,13
1716,4,4,-5,-12
1717,-9,-11,-5,13
1718,-10,15,13,-4
1719,-6,15,13,11
1720,1,-14,-8,13
1721,11,-11,14,11
1722,12,-7,-6,-7
1723,4,-13,-14,-8
1724,-15,8,9,13
1725,-6,4,-10,12
1726,1,-9,-9,8
1727,-4,-6,-9,-1
1728,12,6,-7,6
1729,-15,3,7,12
1730,-4,2,12,-3
1731,-7,4,-3,-9
1732,6,6,0,-11
1733,-4,-10,15,-11
1734,-9,9,7,10
1735,-1,12,1,14
1736,-2,11,-3,-1
1737,-8,3,15,4
1738,4,-14,-5,8
1739,-6,-13,7,14
1740,-3,-13,2,-7
1741,-11,9,5,13
1742,-12,3,-11,-12
1743,-13,0,-7,8
1744,-14,2,-15,4
1745,15,6,-6,6
1746,-14,-5,14,-5
1747,3,1,-7,5
1748,0,-12,4,-14
1749,-10,3,10,14
1750,-2,-2,-14,0
1751,-2,10,15,13
1752,3,0,9,-13
1753,-9,9,-5,-8
1754,-6,9,-7,1
1755,-6,-12,-8,10
1756,-13,7,-2,8
1757,-4,4,-13,8
1758,10,0,-2,11
1759,-8,6,6,-9
1760,-4,-1,-6,7
1761,7,15,8,4
1762,-13,15,15,3
1763,-9,1,-1,12
1764,15,7,-14,5
1765,-1,-3,-13,-3
1766,4,14,0,12
1767,1,6,-1,-13
1768,1,-7,2,13
1769,-3,-9,-4,3
1770,14,-6,10,-5
1771,-11,1,5,6
1772,-5,-2,0,14
1773,15,1,6,-7
1774,7,-11,-9,9
1775,10,7,10,-9
1776,11,-13,2,-4
1777,0,9,-11,-9
1778,5,0,-6,10
1779,-8,-13,-10,1
1780,-8,-15,-7,-10
1781,-7,-9,11,-3
1782,-9,-11,3,-11
1783,-5,2,-14,9
1784,-10,-5,-4,-6
1785,14,-3,-8,-2
1786,7,-12,9,-11
1787,12,-4,-1,0
1788,11,-12,-12,12
1789,-5,-9,-2,-10
1790,7,-5,-11,8
1791,10,4,6,-5
1792,6,0,15,10
1793,-14,8,-12,7
1794,-12,-11,4,-12
1795,2,-8,4,-10
1796,15,9,10,7
1797,-12,1,-11,7
1798,9,-6,-9,8
1799,1,-3,-3,12
1800,-12,4,-10,13
1801,9,4,-6,-1
1802,-14,9,1,-1
1803,-12,-1,-2,15
1804,-15,8,-1,14
1805,2,0,6,-2
1806,-10,-8,-5,-3
1807,-2,6,-11,5
1808,1,7,-3,-14
1809,3,-7,-14,1
1810,-12,-8,-9,-12
1811,10,-14,-6,0
1812,14,12,10,-12
1813,11,7,2,-5
1814,13,-5,14,13
1815,4,10,10,14
1816,8,7,-9,-4
1817,6,3,14,-1
1818,0,-9,13,7
1819,-8,-4,-7,8
1820,7,2,6,3
1821,5,13,-7,13
1822,7,-14,15,-3
1823,2,-3,-15,-15
1824,13,7,8,-7
1825,3,-4,12,11
1826,-12,-4,-12,9
1827,2,2,-7,8
1828,-10,-2,-8,13
1829,-12,-9,-3,-7
1830,2,-15,10,-12
1831,6,13,2,14
1832,-2,-1,7,3
1833,-8,-2,5,1
1834,-5,-4,2,-14
1835,11,15,12,-12
1836,-10,-15,-13,-3
1837,-12,-2,-6,8
1838,11,-1,8,12
1839,5,-4,6,-2
1840,-9,-4,1,-1
1841,-6,-11,-9,11
1842,15,-9,-7,-1
1843,6,6,-7,12
1844,-5,10,-15,-6
1845,-10,-6,-6,0
1846,-8,6,-5,2
1847,0,-15,-3,0
1848,7,14,14,-12
1849,10,-3,6,5
1850,14,-6,13,-13
1851,-15,1,-4,10
1852,6,-13,10,-8
1853,7,10,-2,-9
1854,0,1,0,-9
1855,-8,-6,1,-13
1856,15,-8,10,11
1857,-5,-9,-13,11
1858,7,15,-10,13
1859,-4,9,9,5
1860,5,15,-6,3
1861,1,14,9,-1
1862,3,7,13,-3
1863,-6,-3,2,13
1864,8,15,1,-12
1865,6,9,12,-14
1866,13,-1,-6,0
1867,7,-11,15,-6
1868,3,1,-12,13
1869,-11,-10,-10,1
1870,2,-12,3,0
1871,-15,10,-15,-1
1872,-15,-12,9,13
1873,0,-3,-10,-15
1874,13,15,7,1
1875,0,8,-1,-11
1876,-9,-2,-1,-13
1877,-1,5,1,6
1878,10,-12,-2,-4
1879,-6,-6,7,3
1880,10,10,12,-2
1881,1,-14,-6,-8
1882,11,-10,-8,-3
1883,-1,2,8,-9
1884,-12,-7,15,-2
1885,-11,12,-6,-9
1886,5,4,-3,0
1887,-1,-3,12,2
1888,10,12,9,14
1889,-6,-6,8,-5
1890,0,12,3,-8
1891,-9,14,8,10
1892,-5,14,8,1
1893,-10,1,-10,-6
1894,8,-11,-4,5
1895,3,2,3,4
1896,-10,-1,3,-7
1897,-7,12,-8,15
1898,5,-7,-11,-7
1899,8,-10,9,-10
1900,-7,-9,-15,8
1901,-14,-4,0,14
1902,-4,1,-2,13
1903,3,-12,-13,11
1904,-10,15,-4,-7
1905,-10,-12,-3,5
1906,14,3,-12,-6
1907,3,7,-9,15
1908,2,-5,-15,15
1909,-5,-5,9,-15
1910,-2,-4,9,-7
1911,-14,12,-6,11
1912,4,-8,-3,-12
1913,-13,1,14,13
1914,7,4,9,-5
1915,8,1,-2,15
1916,8,7,-1,-7
1917,9,-9,14,2
1918,0,12,0,-8
1919,-13,-5,6,-10
1920,8,-13,14,4
1921,-14,3,14,-6
1922,-13,-2,-15,-5
1923,3,-13,-4,4
1924,10,-2,10,-11
1925,1,-5,-8,-9
1926,-15,5,-4,-7
1927,-15,8,1,13
1928,-9,-10,7,-6
1929,-9,4,2,7
1930,-4,15,3,2
1931,1,5,-4,9
1932,4,10,-4,-4
1933,-9,-3,-9,9
1934,-3,-2,-7,5
1935,-12,-2,8,-11
1936,-2,15,4,14
1937,5,-1,-6,-3
1938,-3,6,7,8
1939,-8,5,3,-8
1940,-15,-3,-4,-14
1941,-14,9,14,11
1942,-7,9,2,7
1943,-9,14,2,-12
1944,12,6,-5,15
1945,10,12,-12,-2
1946,11,3,8,-7
1947,3,7,1,-6
1948,13,-1,2,-10
1949,2,2,2,-10
1950,14,12,13,7
1951,-4,-3,10,12
1952,13,-13,12,-8
1953,-2,12,14,7
1954,14,4,6,3
1955,-3,15,1,3
1956,-6,-3,-15,2
1957,-12,0,-5,-6
1958,6,13,9,-15
1959,7,11,-12,-10
1960,6,12,-12,0
1961,14,-4,-15,-5
1962,6,-1,2,14
1963,-3,8,0,13
1964,13,-1,4,11
1965,1,7,-1,0
1966,-9,0,6,-10
1967,-9,12,-2,8
1968,7,-15,-14,-1
1969,8,-7,-11,12
1970,5,10,-7,10
1971,13,-10,-1,0
1972,-11,-4,0,8
1973,-14,-14,-15,6
1974,14,-5,-9,-10
1975,-6,9,4,-14
1976,14,-15,-3,0
1977,6,-1,0,14
1978,13,1,2,14
1979,6,-1,6,12
1980,5,2,3,7
1981,7,6,4,-9
1982,-7,-11,-15,-13
1983,-5,0,12,7
1984,-14,-13,13,15
1985,-13,8,10,-6
1986,15,0,-8,10
1987,8,3,-5,0
1988,0,2,0,-2
1989,-9,12,-6,-7
1990,-14,15,10,11
1991,-2,3,-15,5
1992,4,-5,6,-13
1993,-7,-2,10,10
1994,15,-12,-5,6
1995,1,-15,13,3
1996,-2,-7,-10,13
1997,9,1,-8,-5
1998,-8,-12,5,9
1999,-10,12,11,14
2000,2,-10,14,-14
2001,-2,-7,3,-6
2002,9,-15,-14,9
2003,-1,1,10,0
2004,6,12,8,4
2005,-11,14,3,13
2006,12,-11,-4,7
2007,11,15,8,10
2008,10,-7,6,-13
2009,-10,-7,-3,-2
2010,6,12,-9,-9
2011,12,0,9,6
2012,-7,8,5,-14
2013,-13,3,7,-8
2014,-15,-3,-4,7
2015,9,12,-9,3
2016,-3,14,8,-14
2017,7,-11,-7,9
2018,-8,-5,-6,8
2019,14,7,1,5
2020,-2,6,13,-11
2021,-3,-11,8,-5
2022,5,-3,6,12
2023,-5,-13,-15,-5
2024,10,13,-9,-10
2025,5,-6,10,10
2026,8,3,-7,12
2027,-8,-12,-11,4
2028,-11,9,-6,-9
2029,2,-13,14,-5
2030,-2,15,-4,-13
2031,12,15,-9,11
2032,-12,-5,-8,-13
2033,11,-3,7,-11
2034,-4,5,4,10
2035,-11,-10,-10,10
2036,-9,-5,-3,4
2037,-4,-15,14,7
2038,-12,11,4,-10
2039,-9,-6,-2,-4
2040,3,4,-8,-4
2041,5,-8,11,-10
2042,-14,-12,8,-10
2043,0,10,5,13
2044,6,-5,-5,-11
2045,-10,5,11,-14
2046,9,2,-8,9
2047,-10,-13,0,14
2048,-6,-15,-4,15
2049,7,-5,-15,-7
2050,10,1,10,1
2051,5,4,-1,-13
2052,11,15,6,7
2053,-12,14,13,3
2054,12,-4,-9,4
2055,7,9,14,10
2056,-15,-15,15,11
2057,8,-14,12,-13
2058,6,-9,13,14
2059,15,5,1,10
2060,-4,14,-12,-15
2061,-3,-15,12,15
2062,-11,-9,15,5
2063,15,-4,-1,15
2064,-8,-10,-9,13
2065,6,-8,4,2
2066,3,-14,-8,13
2067,7,-2,8,3
2068,-7,-7,-5,-1
2069,12,-7,1,9
2070,15,11,-13,-13
2071,-15,-1,5,5
2072,-1,-14,-5,8
2073,-7,-12,11,4
2074,0,15,-14,-7
2075,1,8,-7,8
2076,-10,-2,-6,14
2077,13,-8,0,5
2078,-5,-8,-6,-11
2079,-3,13,13,10
2080,2,1,2,-11
2081,-7,8,8,12
2082,12,-13,5,11
2083,-11,7,-10,15
2084,-10,-1,-7,-5
2085,-3,2,9,15
2086,6,-8,-10,3
2087,-9,1,-11,12
2088,-9,-6,10,6
2089,-9,5,-15,11
2090,3,14,12,7
2091,-5,-5,-3,-1
2092,9,-13,0,12
2093,-2,8,-3,6
2094,-12,4,11,-14
2095,3,-6,14,-4
2096,-8,5,-15,12
2097,4,-9,1,13
2098,10,5,2,6
2099,10,-3,11,-14
2100,-12,-11,14,10
2101,-8,-6,15,9
2102,1,-15,-10,-4
2103,3,-5,7,12
2104,14,-13,-11,12
2105,15,4,4,11
2106,-14,1,15,12
2107,-14,-15,5,9
2108,1,-10,5,3
2109,1,4,-1,1
2110,-13,0,9,9
2111,4,0,-12,3
2112,-12,15,8,11
2113,11,-6,13,12
2114,10,-10,-1,-12
2115,8,-10,4,-4
2116,4,-4,13,15
2117,-3,-12,-8,-9
2118,-5,13,-1,-12
2119,-14,-6,-11,15
2120,4,-11,-7,-12
2121,15,-9,-5,10
2122,11,6,11,-14
2123,1,13,12,-1
2124,-1,-13,9,14
2125,-3,-7,10,13
2126,-8,13,-10,1
2127,7,-15,2,-15
2128,6,-2,-7,-4
2129,4,11,-6,9
2130,0,-9,7,-2
2131,-11,-3,-5,-4
2132,9,-7,-1,-13
2133,-7,8,3,-6
2134,-6,0,12,-14
2135,4,-12,15,9
2136,10,-5,-14,2
2137,9,-7,2,-8
2138,0,5,6,15
2139,-5,-7,6,12
2140,-6,4,-14,15
2141,-9,-11,-9,15
2142,2,-14,1,11
2143,-6,-7,-7,-10
2144,10,-2,5,4
2145,-4,-13,10,-5
2146,-10,5,-4,12
2147,-15,9,14,-3
2148,8,-12,-13,-10
2149,10,-7,3,13
2150,7,13,1,7
2151,9,-5,-6,13
2152,-9,6,-9,1
2153,13,6,6,12
2154,3,-9,11,-9
2155,-6,11,-12,7
2156,1,-13,-15,15
2157,5,-5,4,8
2158,-5,-10,-15,11
2159,6,-10,2,13
2160,0,10,10,2
2161,6,-5,-15,10
2162,1,-2,-12,-3
2163,-12,10,-1,14
2164,5,8,-1,-1
2165,3,-5,-6,5
2166,9,-1,-1,15
2167,-9,-15,-6,0
2168,-4,8,-8,13
2169,-3,-15,-9,11
2170,-1,-11,-1,13
2171,15,-11,9,15
2172,-15,14,-15,2
2173,5,4,2,-2
2174,-7,-10,-10,6
2175,15,-11,6,0
2176,-14,10,-4,-12
2177,3,-13,-8,0
2178,-6,10,11,9
2179,-11,8,11,10
2180,1,-9,-1,-10
2181,9,-3,9,6
2182,-3,-13,-8,2
2183,10,1,-10,3
2184,7,-11,-10,-14
2185,-11,-1,8,10
2186,13,15,8,0
2187,-12,-11,-9,13
2188,-6,7,11,-14
2189,-11,8,9,-3
2190,-13,8,-5,8
2191,-15,-15,13,-6
2192,-5,8,11,-7
2193,-4,2,-8,6
2194,0,-9,-15,-13
2195,-13,10,-4,12
2196,14,4,-11,-3
2197,-4,6,-15,4
2198,-2,14,13,-12
2199,13,-9,-3,-14
2200,-7,-13,8,-3
2201,-1,-10,-4,-13
2202,4,7,-5,-2
2203,-3,-7,3,-7
2204,14,-13,-7,0
2205,-11,-12,-5,10
2206,0,-7,7,-15
2207,-12,-13,10,10
2208,3,5,-8,-6
2209,1,0,-11,2
2210,-6,-7,-10,8
2211,13,-4,1,-14
2212,-7,5,15,1
2213,11,-5,-15,-4
2214,4,-7,2,-6
2215,-7,-2,-13,1
2216,-2,-9,-8,-8
2217,8,11,-4,7
2218,-4,2,11,13
2219,5,-1,4,-11
2220,15,-15,-12,-6
2221,-5,8,-13,6
2222,-14,-5,8,-10
2223,-15,10,-10,-12
2224,-8,15,-11,-7
2225,-3,1,-4,-2
2226,12,9,6,14
2227,7,9,8,8
2228,5,5,6,-1
2229,12,1,-11,13
2230,-12,-2,4,11
2231,-4,11,8,3
2232,6,9,-13,-8
2233,5,-5,-11,14
2234,-12,7,-1,-8
2235,-2,-4,14,8
2236,4,-8,4,-12
2237,-12,-2,-4,4
